Teaser Text,Tag Value,Teaser Normalizado
Argentina triunfa en Lima y sigue de cerca a Brasil. La selección argentina firmó este martes un indiscutible triunfo ante Perú por 0-2 en un partido muy cómodo para la Albiceleste ⬇️,No,argentina triunfar lima cerca brasil . selección argentino firmar martes indiscutible triunfo perú 0-2 partido cómodo albiceleste ⬇ ️
"🚨 El general (r) Mora ataca con dureza el proceso de paz

El alto oficial, que formó parte del equipo negociador, critica 'favorecimientos' a las Farc. Esto es lo que dice 👉",Clickbait,"🚨 general ( r ) mora atacar dureza proceso paz 

 alto oficial , formar equipo negociador , criticar ' favorecimiento ' farc . 👉"
"Venezolanos trataron de cruzar a la fuerza la frontera hacia su país. Cerca de 500 ciudadanos venezolanos que permanecían en Colombia a la espera de una autorización por parte de Venezuela para regresar a su país, intentaron tomarse el Puente Internacional Simón Bolívar. En video quedó registrado el hecho ►",No,"venezolanos tratar cruzar fuerza frontera país . cerca 500 ciudadano venezolano permanecer colombia espera autorización venezuela regresar país , intentar tomar él puente internacional simón bolívar . video registrado ►"
"Ser adicto y estar confinado en la ciudad. Fiebre, dolor de huesos, frío intenso, insomnio, depresión. Si para una persona del común es duro vivir en confinamiento por la pandemia, para un adicto a las drogas es una tortura. Esta es la historia de Lorena ►

#TrastornosDeCiudad",No,"adicto confinado ciudad . fiebre , dolor hueso , frío intenso , insomnio , depresión . persona común duro vivir confinamiento pandemia , adicto droga tortura . historia lorena ► 

 # trastornosdeciudad"
"Machu Picchu recibirá a más de mil por día en medio de la pandemia. La ciudadela inca de Machu Picchu, joya del turismo peruano, aumentará su aforo en 40% ",No,"machu picchu recibir mil pandemia . ciudadela inco machu picchu , joya turismo peruano , aumentar aforo 40%"
Óscar Ronderos: La estrategia del G4 no funcionó y provocó que Maduro hoy esté más fortalecido #Política #EUVzla,No,óscar ronderos : estrategia g4 funcionar provocar maduro estar fortalecido # política # euvzla
"Echar a Mohamed costaría mucho dinero a Rayados. 🔥🔥 #BarraBrava 🔥🔥

La reunión entre José González Ornelas, Duilio Davino y Antonio Mohamed terminó calientita ⬇😬
https://t.co/3xfo8Zn9vo",Clickbait,"echar mohamed costar dinero rayados . 🔥 🔥 # barrabrava 🔥 🔥 

 reunión josé gonzález ornelas , duilio davino antonio mohamed terminar calientito ⬇ 😬 
 https://t.co/3xfo8zn9vo"
"'Sí, sí, sí', por Soledad Morillo Belloso @solmorillob #Opinión",No,"' , , ' , soledad morillo belloso @solmorillob # opinión"
Tres miembros de la banda de 'El Puti' muertos en enfrentamiento #Sucesos #EUVzla #YoMeQuedoEnCasa,No,miembro banda ' puti ' muerto enfrentamiento # sucesos # euvzla # yomequedoencasa
"Vaticano investigará supuesto me gusta"" papal de foto picante de modelo #Internacional #EUVzla #YoMeQuedoEnCasa""",Clickbait,"vaticano investigar gustar "" papal foto picante modelo # internacional # euvzla # yomequedoencasa """
"Tras 15 años de relación, se separó Puli De María",No,"15 año relación , separar puli maría"
"Rusia, China e Irán tratan de sacar ventaja del caos en EE UU. Pekín ha comparado las revueltas de Washington con las vividas en Hong Kong en los últimos años ",No,"rusia , china irán tratar sacar ventaja caos ee uu . pekín comparar revuelta washington vivida hong kong año"
"""Contra la pared"": Alejandro Cappuccio, el DT que quedó en la historia de Rentistas. #Personajes  | ""Contra la pared"": diez respuestas de Alejandro Cappuccio a preguntas que lo sacan del deporte y permiten conocerlo desde lo personal.",Clickbait,""" pared "" : alejandro cappuccio , dt historia rentistas . # personajes   | "" pared "" : respuesta alejandro cappuccio pregunta sacar deporte permitir conocer él personal ."
"Muere Armando Manzanero, el icono de la balada romántica latinoamericana. Armando Manzanero, el épico cantante y compositor mexicano que desde los años sesenta revolucionó el género del bolero para toda América Latina, y cuyas canciones repiten miles de oyentes de los dos lados del Atlántico, ha fallecido a sus 85 años

🔴",No,"muere armando manzanero , icono balada romántico latinoamericano . armando manzanero , épico cantante compositor mexicano año sesenta revolucionar género bolero américa latina , cuyo canción repetir mil oyente lado atlántico , fallecer 85 año 

 🔴"
"La ANMAT prohibió la comercialización de un tapabocas y camisolines descartables falsificados, junto a una serie de productos médicos",No,"anmat prohibir comercialización tapaboca camisolín descartabl falsificado , serie producto médico"
"Funcionarios del INAU se suman al pedido de ""prioridad"" en el plan de vacunación",No,"funcionarios inau sumar pedido "" prioridad "" plan vacunación"
El exabrupto de Sofía Bonelli contra Mariana Nannis en el festejo de cumpleaños de Claudio Caniggia,Clickbait,exabrupto sofía bonelli mariana nannis festejo cumpleaños claudio caniggia
"La emocionada dedicatoria de Ontiveros: ""Mi abuela está en el hospital con coronavirus. La necesito y la amo"" Las lágrimas de Ontiveros al dedicar su gol a su abuela, ingresada por Covid
https://t.co/zwjSzX3L5L",No,"emocionado dedicatoria ontiveros : "" abuela hospital coronavirus . necesitar amar "" lágrima ontiveros dedicar gol abuela , ingresado covid 
 https://t.co/zwjszx3l5l"
Un grupo de gorilas en un zoológico de Estados Unidos contrajo covid-19. Detectan #covid19 en un grupo de gorilas en un zoológico de Estados Unidos. ¿Cómo se contagiaron? »,Clickbait,grupo gorila zoológico unidos contraer covid-19 . detectar # covid19 grupo gorila zoológico unidos . ¿ contagiar ? »
"El Salvador aísla a otro viajero, procedente de EE.UU, con coronavirus
https://t.co/gTf9snboew",No,"salvador aíslar viajero , procedente ee.uu , coronavirus 
 https://t.co/gtf9snboew"
"'Llegué prácticamente muerto y me voy vivo con nuevos pulmones, que siento que Dios me ha dado', dice el alcalde Agustín Intriago antes de su regreso a Manta. #ATENCIÓN | Alcalde de Manta, Agustín Intriago, sale del hospital con alta médica »",No,"' llegar prácticamente muerto vivo pulmón , sentir dios ' , alcalde agustín intriago regreso manta . # atención | alcalde manta , agustín intriago , salir hospital alta médico »"
"Irán empieza a probar su vacuna contra el covid-19
https://t.co/QM2mNsEXP4",No,"irán empezar probar vacuna covid-19 
 https://t.co/qm2mnsexp4"
"Cárcel a hombres que serían 'el terror de Puente Aranda' #Seguimiento 🔎| Un Juez Penal Municipal de Bogotá impuso medida de aseguramiento contra dos presuntos integrantes de la banda Los Matutinos de Puente Aranda.

Esta banda sería la misma que estuvo involucrada en el asalto a una mujer en el barrio Corkidi

https://t.co/E3Gxpyhxiv",No,"cárcel hombre ser ' terror puente aranda ' # seguimiento 🔎 | juez penal municipal bogotá imponer medida aseguramiento presunto integrante banda matutinos puente aranda . 

 banda involucrado asalto mujer barrio corkidi 

 https://t.co/e3gxpyhxiv"
#Panamá detecta variante surafricana de Covid-19 en paciente en #cuarentena #EUVzla,No,# panamá detectar variante surafricano covid-19 paciente # cuarentena # euvzla
"Investigan si Departamento de Justicia de EU buscó alterar resultados electorales a favor de Trump. La investigación iniciada por Horowitz busca determinar ""si funcionarios actuales o pasados del departamento incurrieron en acciones inapropiadas"" con el fin de modificar el resultado de las elecciones",No,"investigar departamento justicia eu buscar alterar resultado electoral favor trump . investigación iniciado horowitz buscar determinar "" funcionario actual pasado departamento incurrir acción inapropiada "" modificar resultado elección"
"Oaxaca arranca semaforización y recorridos de prueba de CityBus; proyectan opere en marzo. El banderazo de las obras lo dio el gobernador Alejandro Murat junto con Mariana Nassar, titular de la Secretaría de Movilidad estatal, quienes informaron que los trabajos incluirán a cruceros de la ciudad de #Oaxaca considerados “caóticos”",No,"oaxaca arranco semaforización recorrido prueba citybus ; proyectar opere marzo . banderazo obra gobernador alejandro murat mariana nassar , titular secretaría movilidad estatal , informar trabajo incluir crucero ciudad # oaxaca considerado “ caótico ”"
Maikerlin Astudillo marcó su primer gol en la segunda división de España #Deportes #EUVzla,No,maikerlin astudillo marcar gol división españa # deportes # euvzla
Soteldo es el tercer jugador venezolano que llega a una final de la Copa Libertadores #Deportes #EUVzla,No,soteldo tercer jugador venezolano llegar copa libertadores # deportes # euvzla
"Coronavirus: la epidemióloga que perdió a su padre porque ""él preferiría creer en los mensajes de WhatsApp"" ""Estuve trabajando desde el inicio de la pandemia para evitar que la gente se enfermara, pero no pude convencer a mi propio padre"", se lamenta esta epidemióloga.

https://t.co/7TDwA5v1Bp",No,"coronavirus : epidemióloga perder padre "" preferir creer mensaje whatsapp "" "" estar trabajar inicio pandemia evitar gente enfermar , poder convencer padre "" , lamentar epidemióloga . 

 https://t.co/7tdwa5v1bp"
"""Alguien el otro día vio morir a ocho o nueve personas en un turno"": la devastadora crisis de salud mental en el personal sanitario por la pandemia de coronavirus. “Hay una gran cantidad de ansiedad. La gente se siente enferma por ir al trabajo y lo que van a ver allí”.",No,""" alguien ver morir persona turno "" : devastadora crisis salud mental personal sanitario pandemia coronavirus . “ cantidad ansiedad . gente sentir enfermar trabajo ” ."
"Capitolio de Washington | ""Uno de los días más oscuros de la historia de EE.UU."": la condena de los congresistas por el asalto al Capitolio por los seguidores de Trump",No,"capitolio washington | "" oscuro historia ee.uu. "" : condena congresista asalto capitolio seguidor trump"
"⚪⚫ Miiko se ilusiona con volver a la Roja en su arribo al Cacique: “Sería un gran honor, como siempre ha sido”",No,"⚪ ⚫ miiko ilusionar volver roja arribo cacique : “ honor , ”"
"|#ActualidadDL| Primera etapa del proyecto Nuevo Domingo Savio estará terminada en agosto

Ampliar aquí",No,"|#actualidaddl| etapa proyecto domingo savio terminado agosto 

 ampliar"
"Arroceros piden revisar la  baja de los aranceles en  el TLC con EUA. #ElSalvador | ASALBAR pidió al Ministerio de Economía aplicar el artículo 3.18 del CAFTA- DR y evaluar los impactos de la disminución de impuestos a la importación.
https://t.co/7quLkslzAH vía @prensagrafica",No,"arroceros pedir revisar   baja arancel   tlc eua . # elsalvador | asalbar pedir ministerio economía aplicar artículo 3.18 cafta- dr evaluar impacto disminución impuesto importación . 
 https://t.co/7qulkslzah vía @prensagrafico"
Proponen ley para entrega de paquetes agrícolas. La ley establecería que el Gobierno tiene que dejar un presupuesto y regular con un contrato la compra a los proveedores de semilla mejorada.,No,proponer ley entrega paquete agrícola . ley establecer gobierno dejar presupuesto regular contrato compra proveedor semilla mejorado .
"| #LasMásLeídasdelaSemana| Reinaldo Pared revela nombre de quién cree debe ocupar su lugar en la secretaría general del PLD

Amplía aquí

#DiarioLibre #Noticias #ReinaldoPared",Clickbait,"| # lasmásleídasdelasemana| reinaldo pared revelar nombre creer ocupar lugar secretaría general pld 

 ampliar 

 # diariolibre # noticias # reinaldopared"
#LoMásLeído | Los mejores 3 jugos para limpiar el hígado.,Clickbait,# lomásleído | mejor 3 jugo limpiar hígado .
Estos son los cambios educativos más urgentes según el mejor profesor de España de Secundaria y Bachillerato,Clickbait,cambio educativo urgente profesor españa secundaria bachillerato
"La larga espera para determinar la muerte de Alexandra. La muerte de la joven de 20 años se manejó al inicio como un suicidio. Pero las investigaciones en torno al caso revelan otras circunstancias:
https://t.co/9OJqV4LXWu",Clickbait,"largo espera determinar muerte alexandra . muerte joven 20 año manejar inicio suicidio . investigación torno caso revelar circunstancia : 
 https://t.co/9ojqv4lxwu"
"Entrevista | ""La Sala de lo Penal desafía una sentencia constitucional"", dice Arnau Baulenas, coordinador jurídico del IDHUCA. ""Es claro que las víctimas siguen olvidadas. El poder fáctico de los militares se mantiene al parecer y el sistema judicial en distintas instancias sigue avalándolo"", analiza @ABAULENAS en esta entrevista. Más:
https://t.co/x0YWQ0Uq0y",No,"entrevista | "" sala penal desafiar sentencia constitucional "" ,   arnau baulenas , coordinador jurídico idhuca . "" víctima seguir olvidada . fáctico militar mantener parecer sistema judicial distinto instancia avalándolo "" , analizar @abaulenas entrevista . : 
 https://t.co/x0ywq0uq0y"
González Laya exige a Maduro que tenga «respeto» a España. El líder chavista amenazó con «revisar a fondo» las relaciones por la visita a Cúcuta,No,gonzález laya exigir maduro « respeto » españa . líder chavista amenazar « revisar fondo » relación visita cúcuta
Colaciones saludables: Revisa las recomendaciones para una correcta alimentación en el regreso a clases,Clickbait,colaciones saludable : revisar recomendación correcto alimentación regreso clase
"Columna de Sebastián Rodríguez, psicólogo: Mi yerno se fue en la pandemia… ¿qué hago con mi hija?",Clickbait,"columna sebastián rodríguez , psicólogo : yerno pandemia … ¿ hija ?"
"#Lasfotosdeloslectores de @LaVanguardia Carretera de luces en Vic. La privilegiada ubicación de la ermita de Sant Sebastià ofrece grandes vistas a la Plana incluso con niebla
https://t.co/yjftIx0re3",No,"# lasfotosdeloslectores @lavanguardia carretera luz vic . privilegiado ubicación ermita sant sebastià ofrecer vistas plana niebla 
 https://t.co/yjftix0re3"
"La negociación entre ERC y JxCat se abre paso. La CUP se inclina por entrar en la Mesa para aislar a Vox.

https://t.co/RFBlcah5wt por @josepgisbert",No,"negociación erc jxcat abrir paso . cup inclinar entrar mesa aislar vox . 

 https://t.co/rfblcah5wt @josepgisbert"
Netflix prepara en España un ‘reality’ al estilo ‘La isla de las tentaciones’ RT @TelevisionLV: Netflix prepara en España un reality a lo #Laisladelastentaciones.,Clickbait,netflix preparar españa ‘ reality ’ estilo ‘ isla tentación ’ rt @televisionlv : netflix preparar españa reality # laisladelastentaciones .
"Coronavirus: salud confirma muerte de Óscar en un centro salvadoreño de cuarentena. La esposa de Óscar dijo que él ingresó sano al país desde Panamá y fue enviado a un centro de contención:
https://t.co/vXNAZel0k9",No,"coronavirus : salud confirmar muerte óscar centro salvadoreño cuarentena . esposa óscar ingresar sano país panamá enviar centro contención : 
 https://t.co/vxnazel0k9"
Cómo afectan los altercados por Hasél a la política. Los disturbios ahondan en el choque PSOE-UP y dificultan la negociación para formar gobierno en Catalunya @lolagarciagar,No,afectar altercado hasél política . disturbio ahondar choque psoe-up dificultar negociación formar gobierno catalunya @lolagarciagar
"BWAW: el nuevo evento de Barcelona en pro de la igualdad de género en el sector industrial. Una oportunidad para hacer de motor de cambio productivo y social a favor de la mujer.

https://t.co/FpC5bsCxUZ con @ConsorciZF #BWAW2021",No,"bwaw : evento barcelona pro igualdad género sector industrial . oportunidad motor cambio productivo social favor mujer . 

 https://t.co/fpc5bscxuz @consorcizf # bwaw2021"
Trucos para aumentar la vida de la batería de tu «smartphone» y no quedarte colgado,Clickbait,trucos aumentar vida batería « smartphonir » quedarte colgado
"La ""radical"" apuesta de Noruega por tratar la psicosis sin medicamentos. ""Me aisló porque tenía mucho poder.""",Clickbait,""" radical "" apuesta noruega tratar psicosis medicamento . "" aisló . """
"Sala avala reducir casos en juicio a general Benítez. ¿Qué dijo la Sala de lo Penal de la @CorteSupremaSV sobre la acusación de la @FGR_SV contra el exministro de @DefensaSV? Te contamos:
https://t.co/gsbtc5Bexg",Clickbait,"sala avalar reducir caso juicio general benítez . ¿ sala penal @cortesupremasv acusación @fgr_sv exministro @defensasv ? contar : 
 https://t.co/gsbtc5bexg"
"Cs resarce al PSC y nutre a Vox en el área metropolitana. El partido naranja pierde 473.000 votos en los 36 municipios.

https://t.co/4oRMbWRTna por @angulo_silvia",No,"cs resarcir psc nutre vox área metropolitano . partido naranja perder 473000 voto 36 municipio . 

 https://t.co/4ormbwrtna @angulo_silvia"
"Evalúan reducir prisión a Rank, cómplice de Saca. La defensa de Julio Rank, condenado a cinco años de cárcel por lavar dinero para Saca, ha solicitado al juzgado desde el año pasado que lo saque de prisión porque alega que tiene problemas de salud.
https://t.co/mePAjidU9P",No,"evaluar reducir prisión rank , cómplice saca . defensa julio rank , condenado año cárcel lavar dinero saca , solicitar juzgado año sacar prisión alegar problema salud . 
 https://t.co/mepajidu9p"
"Los críticos del PP reclaman cambios en el equipo de Casado. La dirección nacional se ampara en que los resultados no son extrapolables.

https://t.co/ormBOkPVKy por @CarmendelRiego",No,"crítico pp reclamar cambio equipo casado . dirección nacional amparar resultado extrapolabl . 

 https://t.co/ormbokpvky @carmendelriego"
"|#Actualidad | 📰 Primeras palabras de Daniel Rivera como ministro de Salud Pública

Entérate que dijo aquí 👉

#DiarioLibre #SaludPública #CoronavirusenRD #LuisAbinader #RaquelPeña",Clickbait,"|#actualidad | 📰 primero palabra daniel rivera ministro salud pública 

 entérate 👉 

 # diariolibre # saludpública # coronavirusenrd # luisabinader # raquelpeña"
"""Me paso todo el día conversando con mis plantas. Les pregunto: ¿Mijita por qué está tan seca, le falta agüita?"" Mi rincón verde: María Eliana Retamales

https://t.co/l5ftaQLyxt",No,""" pasar conversar planta . preguntar : ¿ mijitar seco , faltar agüita ? "" rincón verde : maría eliana retamales 

 https://t.co/l5ftaqlyxt"
Un Barça soberbio acaba con el Madrid y se lleva la Copa del Rey. RT @LaVanguardia: Jasikevicius sumó en el WiZink su primer título como técnico azulgrana,No,barça soberbio acabar madrid copa rey . rt @lavanguardio : jasikevicius sumar wizink título técnico azulgrana
"| #LasMásLeídas| Revelan Laboratorio Biología Molecular de PUCMM tiene capacidad producir vacuna contra COVID-19

Ampliar aquí ",No,"| # lasmásleídas| revelan laboratorio biología molecular pucmm capacidad producir vacuna covid-19 

 ampliar"
📈  @pulso_tw | JPMorgan ve a Chile presionado por riesgos políticos pero fortalecido por vacunación y retiros de fondos de las AFP,No,📈   @pulso_tw | jpmorgan ver chile presionado riesgo político fortalecido vacunación retiro fondo afp
"Preparación profesional no garantiza   representación en la Asamblea. El Salvador | ¿Cuál es el perfil de estudios de los diputados? 82 % del actual pleno legislativo reporta una carrera de formación profesional. Y 25, de 84 diputados, reportan una carrera relacionada con el ramo jurídico.  #EleccionesSV",No,"preparación profesional garantizar    representación asamblea . salvador | ¿ perfil estudio diputado ? 82 % actual pleno legislativo reportar carrera formación profesional . 25 , 84 diputado , reportar carrera relacionado ramo jurídico .   # eleccionessv"
"Un muerto y un herido al incendiarse una casa en Puigcerdà. El fuego se ha desatado por causas que se desconocen poco después de la medianoche en la vivienda.

https://t.co/5VA03q57b2",No,"muerto herido incendiar él casa puigcerdà . fuego desatar causa desconocer medianoche vivienda . 

 https://t.co/5va03q57b2"
Guía para saber cómo y dónde apreciar el eclipse total de Sol,Clickbait,guía apreciar eclipse sol
Denuncian irregularidades por parte de candidatos en elecciones de FEDAES. #ElSalvador | Este domingo es clave por las elecciones de candidatos a integrar Corte Suprema y CNJ. El movimiento de Ciudadanos por una Corte Independiente ya detectó irregularidades. ,No,denunciar irregularidad candidato elección fedaes . # elsalvador | domingo clave elección candidato integrar corte suprema cnj . movimiento ciudadanos corte independiente detectar irregularidad .
El PP veta los acuerdos con Vox en ayuntamientos y autonomías. Pablo Casado rompe definitivamente con la ultraderecha porque no quiere “ser parte de un bloque” @luisbalg,No,pp vetar acuerdo vox ayuntamiento autonomía . pablo casado romper definitivamente ultraderecha “ bloque ” @luisbalg
El legado de Ramón y Cajal: olvidado en un trastero desde hace más de 30 años Por @P_biosca,No,legado ramón cajal : olvidado trastero 30 año @p_biosca
"|#Deportes | NBA revela calendario para segunda mitad de la temporada

Amplía aquí",No,"|#deport | nba revelar calendario mitad temporada 

 ampliar"
"Karen Yapoort anuncia su segundo embarazo. |#Revista |📺 La presentadora de televisión está casada con el pelotero Edwin Encarnación

#DiarioLibre #KarenYapoort #EdwinEncarnación #Embarazo #Farándula

Ampliar aquí 👇
https://t.co/Vj3gjpm3wi",No,"karen yapoort anunciar embarazo . |#revisto | 📺 presentadora televisión casado pelotero edwin encarnación 

 # diariolibre # karenyapoort # edwinencarnación # embarazo # farándula 

 ampliar 👇 
 https://t.co/vj3gjpm3wi"
"Las falsedades del debate. Ni los MENA reciben una paga ni Àngels Chacón ha votado las políticas de okupación de la CUP: no era diputada.

Algunos matices al #DBTLaVanguardia en el fact-checking de La Vanguardia.

https://t.co/Eh8DK78yv6 por @nachoorovio",Clickbait,"falsedad debate . mena recibir paga àngels chacón votar política okupación cup : diputada . 

 matiz # dbtlavanguardia fact-checking vanguardia . 

 https://t.co/eh8dk78yv6 @nachoorovio"
La edad adecuada para que los niños practiquen running son los 5 años,No,edad adecuado niño practicar running 5 año
Los humanos siguen evolucionando: una arteria del antebrazo revela que este proceso no se detiene,Clickbait,humano seguir evolucionar : arteria antebrazo revelar proceso detener
"¿Cómo manejar las finanzas?, siete consejos. |#EstilosRD | La estabilidad financiera es un estado que a todos les interesa, por eso te compartimos siete consejos para sea cual sea el tiempo te administres de forma correcta

Más detalles aquí

#DiarioLibre Economía #Ahorros #Finanzas",Clickbait,"¿ manejar finanza ? , consejo . |#estilosrd | estabilidad financiero interesar , compartir consejo tiempo administr forma correcto 

 detalle 

 # diariolibre economía # ahorros # finanzas"
"#LasMásLeídasdelaSemana:  La compra de la sede del Ministerio de Industria y Comercio se realizó sin licitación

Amplía aquí

#DiarioLibre #Noticias #Licitación",No,"# lasmásleídasdelasemán :   compra sede ministerio industria comercio licitación 

 ampliar 

 # diariolibre # noticias # licitación"
"Este es el tip secreto de belleza de las Kardashian para combatir las arrugas. |#EstilosRD | Mira qué hábito utilizan las socialité más seguidas de las redes

#DiarioLibre #Trucos #Belleza
https://t.co/HXCsvr7RDt",Clickbait,"tip secreto belleza kardashian combatir arruga . |#estilosrd | mirar hábito utilizar socialité seguido red 

 # diariolibre # trucos # belleza 
 https://t.co/hxcsvr7rdt"
"La gran mayoría de los republicanos del Senado votan en contra del «impeachment» a Trump. Las posibilidades de que el «impeachment» a Donald Trump acabe con una condena en el Senado se han demostrado mínimas este martes. La cámara alta sometió a votación la constitucionalidad de celebrar el juicio político contra Trump, el segundo que s…",No,"mayoría republicano senado votar « impeachment » trump . posibilidad « impeachment » donald trump acabar condena senado demostrar mínimo martes . cámara alta someter votación constitucionalidad celebrar juicio político trump , s …"
La CEOE respalda la prórroga de los ERTE hasta 2021 tras extenderse a comercio y hostelería. Garamendi cree que puede haber un acuerdo «a última hora» para prorrogar los ERTE,No,ceoe respaldar prórroga erte 2021 extender él comercio hostelería . garamendi creer « hora » prorrogar erte
Facebook tomará nuevas medidas para combatir los discursos de odio y los bulos sobre la salud,No,facebook tomar medida combatir discurso odio bulo salud
"Fallece en EEUU expresidente ecuatoriano Gustavo Noboa. |#Actualidad |  'Ecuador está de luto. A partir de mañana decretaré duelo nacional en memoria de Gustavo Noboa', escribió el actual mandatario del país, Lenín Moreno, en su cuenta de Twitter.

#DiarioLibre #Fallecimiento #GustavoNoboa
https://t.co/rPyKuHB1aa",No,"fallecer eeuu expresidente ecuatoriano gustavo noboa . |#actualidad |   ' ecuador luto . mañana decretar duelo nacional memoria gustavo noboa ' , escribir actual mandatario país , lenín moreno , twitter . 

 # diariolibre # fallecimiento # gustavonoboa 
 https://t.co/rpykuhb1aa"
"Berlusconi, ingresado de urgencia en Mónaco por problemas de corazón. El ex primer ministro italiano y eurodiputado Silvio Berlusconi, de 84 años, ha sido ingresado de urgencia en el hospital de Montecarlo porproblemas cardíacos, ha informado este jueves su médico personal a la agencia de noticias italiana ANSA.

«El p…",No,"berlusconi , ingresado urgencia mónaco problema corazón . ex ministro italiano eurodiputado silvio berlusconi , 84 año , ingresar urgencia hospital montecarlo porproblemos cardíaco , informar jueves médico personal agencia noticia italiano ansa . 

 « p …"
"Luis Henry Molina y organizaciones de sociedad civil socializan modificación de escalafón judicial. |#Actualidad | El presidente del Poder Judicial se reunió con Finjus, ANJE, PC, y otras organizaciones

#DiarioLibre #PoderJudicial #ConsejodelPoderJudicial #Justicia
https://t.co/8IfYxfvfli",No,"luis henry molina organización sociedad civil socializar modificación escalafón judicial . |#actualidad | presidente judicial reunir finjus , anje , pc , organización 

 # diariolibre # poderjudicial # consejodelpoderjudicial # justicia 
 https://t.co/8ifyxfvfli"
"Banreservas apoyará la selección nacional de baloncesto. |#Deportes | Los días 19 y 20 de febrero el equipo enfrentará a Islas Vírgenes y Cuba, en ese orden

#DiarioLibre #Banreservas #Baloncesto
https://t.co/W55utNdJf3",No,"banreservas apoyar selección nacional baloncesto . |#deport | 19 20 febrero equipo enfrentar islas vírgenes cuba , orden 

 # diariolibre # banreservas # baloncesto 
 https://t.co/w55utndjf3"
El efecto del “Plan Retorno Seguro”: durante semana de su anuncio cuarentena se redujo 78%,No,efecto “ plan retorno seguro ” : semana anuncio cuarentén reducir 78%
"Augusto Algueró se sincera sobre el estado de salud de su madre, Carmen Sevilla: «Ya no se reconoce»",No,"augusto alguerar sincerar salud madre , carmen sevilla : « reconocer »"
Adultos mayores en Chile: ¿es la edad el factor de más vulnerabilidad en la pandemia por coronavirus?,Clickbait,adulto mayor chile : ¿ edad factor vulnerabilidad pandemia coronavirus ?
"Biden lo apuesta todo a Pensilvania en el fin de campaña para las elecciones de EE.UU. Mientras
Donald Trump
 se embarcaba ayer en un periplo por cinco estados decisivos para dar un último empujón a su reelección,
Joe Biden
 concentró casi todos sus recursos en un solo lugar:
Pensilvania
. La campaña demócrata tiene claro que es un…",No,"biden apostar pensilvania campaña elección ee.uu. 
 donald trump 
  embarcar ayer periplo decisivo empujón reelección , 
 joe biden 
  concentrar recurso lugar : 
 pensilvania 
 . campaña demócrata …"
Copa del Rey. #CopaDelRey Un doblete de Sergio León firma el billete a la siguiente ronda para el Levante,No,copa rey . # copadelrey doblete sergio león firma billete ronda levante
RT @lauradavara: WhatsApp: cinco trucos para sacarle partido a la «app» de mensajería,Clickbait,rt @lauradavar : whatsapp : truco sacar él partido « app » mensajería
"Laurent Binet: «Los incas eran menos crueles que mayas y aztecas, pero igual de imperialistas»",No,"laurent binet : « inca cruel maya azteca , imperialista »"
"«Ternura negra», en busca de María Estuardo. Cuenta la historia de un autor y director de teatro, obsesionado con la figura de María Estuardo",No,"« ternura negro » , busca maría estuardo . historia autor director teatro , obsesionado figura maría estuardo"
Salzburgo 0 - Atlético 2. La personalidad clasifica al Atlético #Champions,No,salzburgo 0 - atlético 2 . personalidad clasifico atlético # champions
"Cora Gauthier, la mujer que hizo sentar la cabeza a Benzema",No,"cora gauthier , mujer sentar cabeza benzema"
Harvey Weinstein llega a un preacuerdo de 19 millones de dólares con varias de sus víctimas,No,harvey weinstein llegar preacuerdo 19 millón dólares víctima
COVID-19 | Seis verdades sobre las vacunas contra el coronavirus,Clickbait,covid-19 | verdad vacuna coronavirus
Gobierno coloca valla frente a sede presidencial de México y mujeres la convierten en “muro de memoria” Un grupo de mujeres pintó sobre la barda metálica colocada por el Gobierno mexicano los nombres de cientos de mujeres víctimas de femicidio.,No,gobierno colocar valla frente sede presidencial méxico mujer convertir “ muro memoria ” grupo mujer pintar barda metálico colocado gobierno mexicano nombre ciento mujer víctima femicidio .
"‘Pachita’ Mangonez, de 110 años, recibió la vacuna del covid en Sucre. 'Pachita' Mangonez, de 110 años, se convirtió en una de las mujeres más longevas de Colombia en recibir la vacuna contra el covid-19. Esta es la historia ►",No,"‘ pachita ’ mangonez , 110 año , recibir vacuna covid sucre . ' pachita ' mangonez , 110 año , convertir mujer longevo colombia recibir vacuna covid-19 . historia ►"
DEBATE 🔴 ¿Se viene una nueva alza del pasaje de TransMilenio y del SITP?,Clickbait,debate 🔴 ¿ venir alza pasaje transmilenio sitp ?
La función que WhatsApp prepara para cerrar sesión en la aplicación. La popular aplicación de mensajería instantánea WhatsApp realiza pruebas para una nueva función. Aquí le contamos cuál se trata ➡️,Clickbait,función whatsapp preparar cerrar sesión aplicación . popular aplicación mensajería instantáneo whatsapp realizar prueba función . contar ➡ ️
"COVID-19: Gobierno descarta aplicar la ley seca en el país en medio de la segunda ola
https://t.co/5MhgSViMbx",No,"covid-19 : gobierno descartar aplicar ley seco país ola 
 https://t.co/5mhgsvimbx"
Unos 10.000 menores pudieron ser víctimas de abusos sexuales en la Iglesia de Francia desde 1950 ►https://t.co/9g8JVIwsjp,No,10000 menor poder víctima abuso sexual iglesia francia 1950 ► https://t.co/9g8jviwsjp
