ID,Pregunta,Transcripcion,Estres
ID09,Pregunta4,la única cosa lo mejor serán las decisiones que he tomado para porque me han hecho que me atrasé es lo único reciente que me ha hecho pensar mucho.,no
ID09,Pregunta10,"Suelo saber que necesito descansar cuando siento que llevo mucho tiempo haciendo una actividad y no avanzo. Si estoy dando muchas vueltas o cometiendo muchos errores, me alejo y tomo una pausa porque es el momento de detenerme.",si
ID10,Pregunta1,"Considero que la escuela ha influido mucho en mis emociones. Me ha causado bastante estrés a lo largo del tiempo que llevo estudiando. No todo ha sido negativo; también he tenido experiencias muy buenas con maestros y compañeros, y creo que todo eso ha influido emocionalmente en mi trayectoria.",si
ID10,Pregunta3,"Lo que me ha hecho sentir bien recientemente es que estoy más estable con mis materias. He podido entregar mejor mis trabajos, aunque eso también ha hecho que duerma un poco mal por saturarme para terminar todo. La convivencia con compañeros y profesores también me ha hecho sentir mejor.",si
ID10,Pregunta10,"Siento que necesito hacer una pausa cuando las señales físicas se vuelven intensas o cuando llevo horas haciendo algo sin avanzar. Entonces me detengo, descanso, hago otra cosa como ver videos o acostarme un rato. Después regreso con más calma a continuar lo que estaba haciendo.",si
ID11,Pregunta2,"En los últimos días me he sentido más relajado. He tenido bastantes actividades, pero las he entregado a tiempo y no me falta nada. No me he sentido demasiado presionado ni angustiado, aunque sí me preocupa un poco avanzar en algunos proyectos recientes.",no
ID11,Pregunta4,"Últimamente he pensado mucho en mi situación académica. Estoy en sexto semestre y presenté el protocolo para el trabajo terminal, lo que me hizo reflexionar sobre las actividades importantes que debo realizar para poder titularme. También he estado pensando en trámites como el inglés y el servicio social. En lo personal, he vivido experiencias como conocer o perder personas, pero en general me siento estable.",no
ID11,Pregunta5,"Lo más difícil ha sido organizar mis tiempos: equilibrar lo académico, cuidar mi salud, ejercitarme y leer. Ha sido complicado manejar todo. Lo más satisfactorio ha sido darme cuenta de que puedo hacer cosas que no pensé posibles, como empezar un nuevo libro que me ha gustado mucho o terminar el protocolo del TT, lo cual me hizo sentir más tranquilo.",no
ID11,Pregunta8,"No estoy del todo seguro de cómo manejo la presión. Trato de hacer lo mejor posible y de no llevarme al límite emocional. Si siento que no puedo con algo, dejo que fluya y hago lo que esté a mi alcance. A veces me va mejor de lo que esperaba, incluso cuando pensaba que saldría mal.",si
ID11,Pregunta10,"Siento que necesito hacer una pausa cuando sé que debo rendir bien al día siguiente. Por ejemplo, si tengo un examen, no me desvelo porque no me siento bien rindiendo en esas condiciones. También descanso cuando noto que seguir despierto ya no me aporta nada y estoy demasiado agotado.",no
ID12,Pregunta1,"Describiría mis emociones en mi experiencia académica como una pequeña montaña rusa. Ha habido muchos momentos agradables y regulares, pero también otros muy bajos. Siento que es la mejor manera de describirlo.",si
ID12,Pregunta4,"Últimamente he estado pensando mucho en que trabajo y eso me deja poco tiempo para hacer otras cosas. Quiero tomar un curso de inglés, actualizar mi CV, y todo eso me ha estado dando vueltas en la cabeza. Fuera de eso, no hay nada más que me haga pensar tanto.",si
ID12,Pregunta7,"Desde que entré a la escuela he estado trabajando, así que siempre siento que el tiempo está al límite. En semanas de exámenes o entregas, trato de organizar mis tiempos de forma práctica. A veces procrastino un poco, pero en general no me estreso demasiado. Con unas pocas horas de estudio, me es suficiente para entender los temas.",si
ID12,Pregunta8,"Cuando estoy bajo mucha presión, me vuelvo muy indiferente a mi entorno, especialmente en el trabajo. En la escuela, ya casi no siento estrés. El único momento fuerte fue cuando estuve a punto de ser dictaminado. Intento manejar mi tiempo y establecer metas para mantener el control.",si
ID12,Pregunta9,"Cuando estoy bajo presión, me vuelvo brusco al contestar, según me han dicho. También me irrito fácilmente, tengo algunos tics en la cabeza y me alejo un poco para tomar un respiro. Esa es una de las maneras en que me doy cuenta de que estoy estresado.",si
ID12,Pregunta10,"Siento que necesito descansar cuando ya estoy demasiado irritado. Me pasó recientemente con una tarea; después de un par de horas sin avanzar, decidí parar. Creo que cuando estoy al límite, es el momento ideal para tomar un respiro.",si
ID13,Pregunta2,"Podría decir que me he sentido de manera un poco extraña. Han ocurrido muchos cambios en poco tiempo y eso ha sido muy desconcertante para mí, sobre todo últimamente.",si
ID13,Pregunta3,"Algo que me ha hecho sentir bien es el hecho de estar contenta con mi trabajo. Me siento bien conmigo misma. Y algo que me ha hecho sentir mal fue no haber logrado una tarea del trabajo al 100%. Son episodios pequeños, pero me afectan.",si
ID13,Pregunta4,"Últimamente he estado pensando que ya casi termino la carrera, en menos de un año. Lo que me da vueltas en la cabeza es que aún no he terminado todo lo necesario, como conseguir un lugar como becaria. Es un sentimiento raro porque siento que no estoy 100% lista, y eso me preocupa.",si
ID13,Pregunta8,"Cuando estoy bajo mucha presión, respiro profundo y me doy unos segundos para salir del lugar, relajarme un poco y no pensar tanto en eso. Sobre todo, trato de calmarme respirando.",si
ID14,Pregunta1,"Considero que mis emociones han estado un poco bajas. Aunque estoy empezando mi trayectoria laboral, muchas veces siento que no estoy adquiriendo suficiente experiencia para desarrollarme profesionalmente. Eso me genera algo de estrés y ansiedad.",si
ID14,Pregunta2,"En los últimos días me he sentido un poco estresada, no solo por lo académico, sino también por asuntos personales. En lo académico, lo que más me ha presionado son los procesos administrativos y algunos proyectos.",si
ID14,Pregunta4,"Últimamente he estado pensando mucho en qué camino seguir después de graduarme. No sé si estudiar una maestría o entrar de lleno al ámbito laboral. Antes tenía claro que quería seguir estudiando, pero ahora tengo dudas. Estoy en mi último semestre y debo tomar una decisión pronto, lo que me genera incertidumbre.",si
ID15,Pregunta2,"He tenido emociones muy poco placenteras. Ha sido un periodo muy intenso, con muchas situaciones en poco tiempo, lo cual no ha sido nada agradable.",si
ID15,Pregunta3,"Algo que me ha hecho sentir bien recientemente ha sido tener tiempo para retomar actividades que no hacía desde hace tiempo, como mis pasatiempos. Algo que me hizo sentir mal fueron comentarios negativos sobre mi físico provenientes de personas cercanas.",si
ID15,Pregunta4,"En mi vida académica he estado pensando mucho en el proyecto para iniciar el proceso de titulación: servicio social, prácticas y tesis. Tengo que investigar opciones y comenzar a llevarlas a cabo. En lo personal, esto también me preocupa porque influye directamente en mi futuro. Por eso, quiero analizar bien las decisiones para no equivocarme.",si
ID15,Pregunta5,"Apenas estamos empezando el mes, así que no puedo decir si ha sido difícil o satisfactorio. Sin embargo, el mes pasado fue complicado por situaciones personales y académicas que estuvieron fuera de mi control.",si
ID15,Pregunta10,"No suelo tener un indicador claro para tomar pausas. Descanso cuando termino ciertas actividades o cuando la gente a mi alrededor me sugiere que lo haga. Si es algo personal, busco tranquilizarme con actividades rutinarias. Si es académico o laboral, descanso cuando concluyo las tareas o cuando ya no puedo continuar.",no
ID16,Pregunta2,"He estado emocionado porque ya vienen las vacaciones y podré irme a casa, pero también he estado muy presionado por el TT. Entregamos el protocolo justo en la semana de evaluaciones, lo que lo volvió muy estresante. Ahora que ha pasado, me siento mucho más tranquilo.",no
ID16,Pregunta8,"Trato de respirar y mantenerme tranquilo. A veces descanso, leo o termino cosas pendientes. Completar tareas me tranquiliza mucho. También me ayuda ver una serie, salir a caminar o simplemente comer algo tranquilo para despejarme.",no
ID16,Pregunta10,"No tengo un indicador exacto para saber cuándo descansar, pero sé que si no hago pausas cada dos horas me estreso mucho. También trato de trabajar al menos una hora al día si tengo pendientes, y si no tengo nada, aprovecho para descansar sin culpa.",si
ID16,Pregunta11,"Me afecta bastante sentir que solo me dedico a la escuela y no tengo vida personal. A veces decido no tocar la computadora en el fin de semana para ver una serie, salir a correr o pasar tiempo con mi novia. Trato de encontrar un equilibrio.",si
ID18,Pregunta4,"En lo académico, me preocupa cómo voy a compatibilizar mi trabajo con los horarios de algunas materias, sobre todo entre 1:30 y 4:30. Aunque me preocupa, creo que podré manejarlo bien. En lo personal, me he sentido bastante cómodo y en control, sin problemas emocionales recientes.",no
ID18,Pregunta5,"Lo más difícil de este mes ha sido la sobrecarga de trabajo en materias como Ingeniería de Software, donde llevamos dos proyectos en paralelo. Lo más satisfactorio fue haber sido aceptado como becario en GNU. Es una experiencia nueva que me emociona mucho.",si
ID18,Pregunta7,"Al principio de las semanas con entregas y exámenes, siento un poco de estrés porque tengo que planificar muchas cosas. Sin embargo, conforme avanzo en los proyectos y exámenes, el estrés disminuye y se vuelve manejable.",si
ID18,Pregunta9,"Cuando tengo mucha presión, me pongo algo nervioso y no dejo de pensar en lo que está por venir. Me muevo de un lado a otro, aunque por fuera parezco tranquilo. Internamente siento inquietud.",si
ID18,Pregunta11,"Lo que más me afecta de tener muchas cosas por hacer y poco tiempo es que muchas veces no logro todo lo que tenía planeado. Esto me hace sentir un poco mal, pero también me impulsa a mejorar mi organización y ajustar lo que no salió como esperaba.",si
ID20,Pregunta1,"Describiría mis emociones como un poco estresada. El TT me genera bastante estrés. Aunque me hace muy feliz estar estudiando, hay materias que pueden llevarnos al límite. El estrés y la presión no siempre son ideales para poder aprender bien.",si
ID20,Pregunta2,En los últimos días me he sentido muy presionada por el TT y algunas materias. Me he sentido frustrada y estresada; creo que séptimo semestre ha sido más pesado que los anteriores.,si
ID20,Pregunta3,"Algo que me hizo sentir bien fue saber que podré usar datos reales de pacientes mexicanos del Instituto Nacional de Cáncer para mi TT. Fue una muy buena noticia. Algo que me hizo sentir mal ha sido el estrés acumulado por las materias del séptimo semestre, especialmente al combinarlo con el TT. Me he sentido estresada y un poco frustrada.",si
ID20,Pregunta4,"Sí, hay temas académicos que me hacen pensar mucho y que requieren de mucha concentración. Creo que últimamente he estado más enfocada en lo escolar. No he descuidado lo personal, pero sí le he dado más tiempo a la carrera, y eso me hace reflexionar bastante.",no
ID20,Pregunta8,"Cuando tengo mucha presión, doy prioridad a lo más urgente. Si tengo muchas cosas por hacer, trato de resolver primero las tareas más importantes y que tienen que entregarse pronto.",si
ID20,Pregunta10,"Sé que necesito una pausa cuando mi mente ya no procesa lo que estoy leyendo o estudiando. A veces también me duele la vista. En esos momentos, me tomo un descanso, aunque no me gusta llegar al límite, a veces es necesario.",si
ID21,Pregunta1,"Mi experiencia académica ha sido como una montaña rusa. Hay días en los que me siento muy estresada por la presión y la carga, pero también hay momentos de satisfacción cuando logro entender un tema o me sale bien un programa. Depende mucho del día, del contexto e incluso del estado de ánimo del profesor.",si
ID21,Pregunta2,"En estos días me he sentido algo cansada. Creo que influye mucho mi horario escolar, por ejemplo, los martes estoy de 10:30 a 6 y tengo muchas horas libres, lo cual me cansa más que tener clases seguidas. En cambio, los lunes que tengo clase de 1:30 a 6:30 me siento más productiva. He estado cansada, pero con buenos momentos también.",si
ID21,Pregunta4,"Últimamente he estado pensando mucho en dónde realizar mi servicio social. Me preocupa encontrar un buen lugar, prepararme para entrevistas y saber si realmente quiero entrar a cierta institución. Ha sido una decisión que me ha tenido pensando bastante estos días.",si
ID21,Pregunta10,"Siento que necesito descansar cuando ya estoy muy estresada o ansiosa, o cuando veo que no estoy avanzando. Aunque a veces no me doy pausas por querer terminar todo, trato de adelantar tareas entre semana para tener tiempo libre el fin de semana y poder descansar más.",si
ID22,Pregunta9,"Cuando estoy bajo presión, me empieza a doler la cabeza, pierdo el apetito, se me irritan los ojos y siento muchos nervios y preocupación.",si
ID22,Pregunta10,"Sé que necesito hacer una pausa cuando mis ojos están muy cansados, me empieza a dar sueño o me siento agobiado y estresado. También cuando me invade la incertidumbre de no saber qué va a pasar.",si
ID23,Pregunta1,"Me siento feliz y a la vez inconforme, porque siento que podría tener mayor experiencia y mejores conocimientos, pero por ciertas circunstancias no ha sido así. Aun así, me tranquiliza saber que he avanzado y que he aprendido, lo cual me da una mezcla de tranquilidad y felicidad.",no
ID23,Pregunta2,"Últimamente me he sentido triste por diversas situaciones personales, además de un poco estresado. Aunque no está directamente relacionado con la escuela, todo eso también termina afectándome.",si
ID23,Pregunta3,"Recientemente me sentí mal porque se descompuso el lápiz de mi tablet. En este momento tengo muchos gastos y no podía pagar uno nuevo. Aunque después encontré la forma de resolverlo, me afectó mucho y me hizo sentir frustrado.",si
ID23,Pregunta8,"Cuando estoy bajo presión, trato de respirar y pensar en soluciones. Manejo mejor el estrés porque pienso con la mente fría y no me dejo llevar tanto por los sentimientos.",si
ID23,Pregunta10,Generalmente sé que necesito descansar cuando tengo mucho sueño o me siento muy agobiado. En esos momentos tomo descansos largos o me duermo para relajar mi mente.,si
ID24,Pregunta8,Cuando estoy bajo mucha presión me siento desesperado y ansioso. Me dan muchos nervios.,si
ID24,Pregunta9,Cuando estoy estresado me empiezan a temblar las piernas y me sudan mucho las manos.,si
ID26,Pregunta9,"Cuando estoy muy presionado, siento baja energía, falta de ganas de hacer cosas, insomnio, dolores de cabeza, mareos o molestias físicas como dolor en el cuello. Emocionalmente me siento más triste. Afortunadamente, son pocas las veces que me pasa.",si
ID29,Pregunta4,"Últimamente he estado pensando mucho en que ya estoy por terminar la universidad. Me genera ansiedad pensar que voy a dejar de estudiar y entrar al mundo laboral como profesionista. También me preocupa no sentirme del todo preparado, especialmente por no tener un buen nivel de inglés.",si
ID29,Pregunta5,"Este mes ha sido muy estresante tanto a nivel personal como académico. He tenido mucho trabajo en el servicio social, en la escuela, y también he enfrentado problemas personales. Sin embargo, me siento satisfecho de estar saliendo adelante a pesar de todo, y eso me da una sensación positiva.",si
ID29,Pregunta7,"Durante esas semanas me siento bastante estresado. Al no poder realizar actividades fuera del ámbito académico, me siento más abrumado por la carga de trabajo. La falta de tiempo para desconectarme me afecta bastante.",si
ID29,Pregunta9,"Al tener piel sensible, noto señales físicas como resequedad, descamación o manchas rojas en manos y pies. Emocionalmente, tengo la mente menos clara y me distraigo con facilidad. Aunque me siento un poco abrumado, el estrés me mantiene activo para terminar lo que tengo que hacer.",si
ID29,Pregunta10,"Sé que necesito hacer una pausa cuando ya no estoy concentrado. Empiezo a tener episodios en los que me desconecto totalmente y no puedo seguir con lo que hacía. En esos momentos, sé que necesito descansar.",si
ID29,Pregunta11,"Me afecta mucho no tener tiempo para mí. Últimamente lo he considerado una prioridad porque me ayuda a mantenerme centrado. Si no tengo tiempo personal, me cuesta mucho realizar mis actividades escolares o de trabajo.",si
ID30,Pregunta1,"Ha sido una montaña rusa de emociones. He tenido momentos buenos, cuando obtengo buenos resultados, pero también malos, como cuando he reprobado materias. No describiría mis emociones como totalmente positivas o negativas, sino como un reflejo de las experiencias variadas que he tenido a lo largo de mi trayectoria académica.",si
ID30,Pregunta4,"Últimamente he pensado mucho en mi trabajo terminal. Me ha hecho reflexionar sobre todo lo que he hecho o dejado de hacer en mi trayectoria académica. También he reflexionado sobre el desarrollo personal, cómo lidiar con mis emociones, y todo lo que conlleva cerrar esta etapa tan importante.",si
ID30,Pregunta5,"Este último mes fue muy retador. Tuve entrevistas laborales, una de ellas completamente en inglés, lo cual fue algo nuevo para mí. Afortunadamente, conseguí el trabajo. Aunque no lo esperaba, fue algo muy satisfactorio y me hizo sentir muy bien, incluso fuera del ámbito académico.",si
ID30,Pregunta8,"Trato de tranquilizarme, organizar mis tiempos y planear cómo abordar las actividades. Aunque a veces intento hacer muchas cosas a la vez y eso me hace perder el enfoque, sigo trabajando en mejorar mi manejo del estrés y ser más eficiente con mis entregas.",si
ID30,Pregunta10,"Sé que necesito hacer una pausa cuando me siento completamente abrumado y no puedo avanzar. En ese momento me desconecto, hago algo diferente como ver una serie, salir a caminar o escuchar música. Después regreso más tranquilo y con la mente clara para continuar.",si
ID32,Pregunta1,"Me siento un poco frustrada por los altibajos, pero en general estoy contenta con mi progreso y muy feliz de estar en esta escuela.",si
ID32,Pregunta4,"En mi vida académica hubo un momento en que un profesor me puso presión. En ese tiempo estaba enfocada en un proyecto Aula de mi carrera y descuidé su materia. No le dije nada y decidí dejarlo pasar, pero me hizo reflexionar.",si
ID32,Pregunta7,"Por lo regular, cuando tengo entregas o exámenes, me desvelo mucho porque quiero cumplir con todo y obtener buenas calificaciones.",si
ID32,Pregunta9,"Por lo general, cuando estoy bajo presión me sudan mucho las manos, tengo muchos pensamientos negativos, y me da un tic en la pierna izquierda que empiezo a mover constantemente.",si
ID32,Pregunta10,"Sé que necesito una pausa cuando me empieza a doler la espalda, la cabeza, o cuando algo que ya había entendido deja de tener sentido. Entonces prefiero descansar y retomarlo después.",si
ID33,Pregunta4,Algo que me hizo reflexionar fue pasar al pizarrón y no saber resolver un ejercicio. Eso me motivó a querer aprender más y a esforzarme por sobresalir.,si
ID33,Pregunta7,"Las semanas previas a entregas o exámenes son bastante estresantes. Sin embargo, trato de mantenerme tranquilo uno o dos días antes, dormir bien y llegar descansado a los exámenes.",no
ID33,Pregunta9,"Cuando estoy bajo presión noto nerviosismo, movimientos involuntarios y algo de frustración, pero considero que sé calmarme en un tiempo adecuado.",si
ID34,Pregunta1,"Tengo emociones encontradas respecto a mi experiencia académica. En algunas cosas me siento muy bien y cómodo, pero en otras me siento frustrado, no tanto por las calificaciones, sino por lo que siento que no he aprendido como debería.",si
ID34,Pregunta3,"Últimamente me he sentido un poco decepcionado porque siento que algunos profesores no enseñan con vocación. Parece que solo cumplen con su trabajo, sin interés real en que aprendamos.",no
ID34,Pregunta4,"He pensado mucho en que voy algo atrasado, necesito enfocarme más, pero también quiero aprender bien. Quisiera terminar pronto, pero también quiero aprovechar y aprender lo más posible. Eso me tiene reflexionando bastante.",si
ID34,Pregunta8,"Cuando estoy muy presionado me enfoco demasiado. A veces me desvelo por querer terminar proyectos o estudiar, descuidando todo lo demás. En otras ocasiones prefiero dormir y levantarme temprano. Manejo el estrés de forma enfocada pero tranquila.",si
ID34,Pregunta9,"Cuando estoy bajo presión me enfoco mucho, incluso aguanto más tiempo sin dormir. Emocionalmente me vuelvo ansioso y nervioso. También noto algunos tics, como mover involuntariamente una pierna.",si
ID34,Pregunta10,"Sé que necesito una pausa cuando me equivoco más seguido o me doy cuenta de que ya no estoy rindiendo. A veces no lo noto de inmediato, pero cuando descanso, siento el cansancio acumulado. Entonces me doy un respiro para volver con más claridad.",si
ID34,Pregunta11,"Cuando tengo muchas cosas por hacer que no me agradan, me estreso más. Pero si son cosas que disfruto, no lo resiento tanto. Trato de mantener un balance y siempre cumplir con lo que me gusta, como ir al gimnasio, excepto en casos extremos como exámenes importantes.",si
ID35,Pregunta1,"Describiría mis emociones como agridulces, ya que he tenido momentos de felicidad y emociones positivas, pero también otros de frustración y sentimientos difíciles de manejar.",si
ID35,Pregunta10,"Sé que necesito una pausa cuando pierdo el foco, me desconcentro y olvido cosas. Aunque no siempre la hago, reconozco que en ese momento debería descansar.",si
ID36,Pregunta1,"Ha sido una mezcla de emociones. A veces me siento abrumada y estresada por la carga de trabajo y tareas, pero cuando termino esos proyectos, siento una gran satisfacción que me hace sentir feliz y tranquila.",si
ID36,Pregunta2,"Últimamente me he sentido muy feliz y tranquila porque estoy de vacaciones, aunque también un poco preocupada por una materia que se me dificulta mucho.",no
ID36,Pregunta3,"Me sentí muy bien al hacer mi examen de Álgebra Lineal porque entendí todos los temas y salí satisfecha. Sin embargo, me siento mal con Cálculo Multivariable, ya que es la materia que más se me complica en este momento.",no
ID36,Pregunta5,"Lo más difícil este mes ha sido realizar los ejercicios de la materia que más se me complica, porque eran muchos y muy pesados. Lo más satisfactorio fue haberlos terminado a tiempo y bien hechos.",no
ID36,Pregunta8,"Cuando me siento bajo mucha presión intento hacer pausas, distraerme un poco y dejar de pensar en lo que me estresa. Cuando ya me siento más tranquila, regreso a retomar la actividad.",si
ID36,Pregunta10,"Sé que necesito una pausa cuando empiezo a frustrarme porque las cosas ya no me salen, dejo de pensar con claridad y no puedo concentrarme en lo que estoy haciendo.",si
ID36,Pregunta11,"Tener muchas cosas por hacer y poco tiempo para mí es agotador. En semestres pesados intento dar lo mejor en cada materia, aunque tenga que sacrificar mi tiempo libre. Lo veo como una inversión para poder disfrutar tranquila las vacaciones.",si
ID37,Pregunta1,"Describiría mis emociones como algo que no había sentido antes. Me siento parte de la comunidad, tengo conexión con mis profesores, tanto en lo académico como en mi crecimiento personal. A veces siento nostalgia, felicidad y estrés, pero creo que he sabido manejarlo.",no
ID37,Pregunta2,"Me he sentido cansado y agotado, con mucho sueño. He tratado de tomarme momentos para descansar y hacer otras actividades, aunque no sean días completos. Sigo con ganas de aprender, pero también reconozco la necesidad de descansar.",no
ID37,Pregunta3,Algo que me hizo sentir muy bien fue ganar una beca parcial para un campamento empresarial en Barcelona. También recibí apoyo de mis docentes para tratar de cubrir el total de la beca. Me sentí parte de la comunidad. Lo que me hizo sentir mal es no tener tiempo suficiente para dedicarle a todas las materias que me gustan.,no
ID37,Pregunta5,Lo más satisfactorio que he vivido fue sentirme valorado por mi equipo del proyecto 'Chismesta' y por haber obtenido la beca. Estoy en proceso de buscar apoyo para cubrir el resto del viaje.,no
ID37,Pregunta7,"Trato de dormir bien, socializar, comer saludable y hacer ejercicio para mantener el equilibrio. A veces es imposible hacer todo, pero intento manejarlo aunque vivo con algo de estrés.",no
ID37,Pregunta9,"Cuando estoy bajo mucha presión, siento mucho sueño y cansancio. Me pongo más emocional de lo normal.",si
ID37,Pregunta10,Sé que necesito una pausa cuando tengo muchas cosas pendientes y no he descansado lo suficiente.,si
ID37,Pregunta11,"No me afecta demasiado tener muchas cosas por hacer, puedo superar el desafío. Pero sí procuro tener tiempo para mí después de una jornada intensa.",no
ID38,Pregunta1,"Mis emociones respecto a lo académico han sido en general tranquilas. Varían dependiendo de la carga de trabajo o las semanas de exámenes, donde sí siento más estrés. Pero la mayoría del tiempo me siento bien, gracias a la convivencia con compañeros, actividades extracurriculares como el fútbol y aprovechar mis tiempos libres.",no
ID38,Pregunta8,"En esos momentos trato de mantener la calma, pensar bien antes de actuar y luego planear cómo resolver las cosas. Me enfoco en no desesperarme, sino en buscar soluciones con tranquilidad.",no
ID38,Pregunta9,"Presento tanto señales físicas como emocionales. Me siento más cansado de lo normal, fatigado y con sueño. Emocionalmente me esfuerzo al máximo, pero después de resolver el problema, me siento muy agotado.",no
ID38,Pregunta10,Sé que necesito una pausa cuando mi cuerpo ya no puede más. En ese momento me doy cuenta de que debo descansar o pensar más en mí antes de seguir.,si
ID39,Pregunta1,"Diría que me siento tranquilo, pero a la vez un poco angustiado por mi situación académica. Sé que debo estudiar, pero no lo hago, y eso solo hace que las cosas se acumulen más.",si
ID39,Pregunta7,"Siento preocupación porque tengo que estudiar, pero a veces el tiempo no me alcanza o estoy cansado por el trayecto a la escuela. Mis compañeros también contagian ese nerviosismo por los exámenes y la posibilidad de no pasar.",si
ID39,Pregunta9,"Cuando estoy bajo mucha presión me rasco las manos o me muerdo las uñas. Emocionalmente siempre estoy pensando en muchas cosas, así que siento que no me afecta tanto, aunque tal vez sí me afecta más de lo que creo.",si
ID39,Pregunta10,"No creo necesitar muchas pausas, porque a veces siento que pierdo mucho tiempo. Pero si estoy enojado, sí creo que es necesario detenerme un momento.",si
ID40,Pregunta1,"Al principio me sentí frustrado porque no sabía programar y muchos compañeros venían de vocacionales donde ya habían visto eso. Me sentía agobiado porque me iba muy mal, aunque apenas era el primer trimestre.",si
ID40,Pregunta3,Hace unas dos semanas me enfermé y me sentí bastante mal. No he podido realizar mis actividades correctamente porque me duele la cabeza y la tos me cansa mucho. Me fatigo rápido y no puedo desempeñarme bien.,si
ID40,Pregunta4,"Últimamente he estado pensando que me estoy tomando este semestre con demasiada ligereza. Siento que si no me enfoco más, me puede afectar, y eso me preocupa bastante.",si
ID40,Pregunta7,"Cuando hay muchas entregas o exámenes, me siento muy nervioso y estresado, aunque el nerviosismo es lo que más predomina.",si
ID40,Pregunta9,"Cuando estoy bajo presión, mi cuerpo tiende a sudar más de lo normal y tengo la necesidad de ir al baño con más frecuencia.",si
ID40,Pregunta10,Siento que necesito hacer una pausa cuando me empieza a doler la cabeza o me siento muy agobiado. En esos momentos sé que debo detenerme.,si
ID40,Pregunta11,"Actualmente tengo tiempo para realizar varias actividades. Pero cuando no lo tengo, me siento más cansado y siento la necesidad de tomar descansos más largos porque hago muchas cosas en poco tiempo.",no
ID41,Pregunta4,"He estado pensando en cómo organizar mejor mi tiempo, especialmente durante las horas muertas que tengo en la escuela, ya que siento que no las aprovecho al máximo.",no
ID41,Pregunta7,"Durante las semanas con muchas tareas o exámenes, trato de regresarme a casa lo más pronto posible para aprovechar el tiempo. A veces evito quedarme más tiempo en la escuela para poder estudiar y, si me queda tiempo, jugar con mis amigos.",no
ID41,Pregunta10,Sé que necesito hacer una pausa cuando empiezo a cometer muchos errores en los ejercicios o dejo de poner atención. En ese momento prefiero dejarlo para otro día o descansar si ya es muy noche.,si
ID41,Pregunta11,"Me siento frustrado cuando no tengo tiempo para hacer las actividades que más disfruto, pero trato de apurarme con mis pendientes para ganar más tiempo para lo que me gusta.",si
ID42,Pregunta4,"En lo académico, lo que más me hizo pensar fue una evaluación que me preocupaba mucho. Siempre me genera ansiedad saber cómo me irá en los exámenes y si podré pasarlos.",si
ID42,Pregunta8,"Cuando estoy bajo mucha presión, intento despejarme. Si me estreso demasiado, empiezo a hacer mal las cosas o muy lento. En esos casos me tomo un descanso de unos 10 minutos para escuchar música o ver un video y luego continúo más tranquila.",si
ID42,Pregunta10,"Sé que necesito hacer una pausa cuando me siento muy presionada, empiezo a hacer mal las cosas, muy lento o ya no entiendo lo que estoy haciendo. Entonces me tomo un descanso de unos minutos dependiendo de la actividad, y luego retomo más tranquila.",si
ID43,Pregunta4,"Últimamente he estado pensando mucho y reflexionando sobre si lograré mis metas académicas. Tengo incertidumbre, pero estoy intentando enfocarme y no desviarme. Quiero organizar mejor mis pensamientos y lograr todo lo que me propongo.",no
ID43,Pregunta8,"Me siento familiarizado con los momentos de mucha presión desde la preparatoria. A veces hago ejercicio para liberar el estrés: corro, hago lagartijas o medito unos minutos. También me ayuda escuchar música relajante.",no
ID43,Pregunta9,"Cuando estoy bajo mucha presión me vuelvo hiperactivo, pienso demasiado, o me da mucha hambre y necesito estar comiendo algo como gomitas o algún snack para calmarme.",si
ID43,Pregunta10,"Sé que necesito descansar cuando ya no puedo ver bien, se me cansa la vista, dejo de prestar atención o me distraigo con facilidad. En esos momentos me voy a descansar un rato.",si
ID43,Pregunta11,"A veces me siento inconforme por no tener tiempo para mí. Me gustaría conocerme más, pero a la vez me siento bien porque estoy trabajando por mis metas. Sé que ese tiempo lo uso para cosas buenas que me beneficiarán en el futuro.",no
ID44,Pregunta1,"Ha sido un altibajo en cuanto a emociones. Hay momentos en los que me siento muy tensa y sin ánimos, pero cuando logro resolver los problemas, recupero la motivación y el gusto por la carrera.",no
ID44,Pregunta2,"Últimamente me he sentido confundida respecto al rumbo que tomará mi carrera. Siento incertidumbre, y lo único que me mantiene motivada son las metas a corto plazo que voy cumpliendo. Los trámites escolares también me han hecho sentir algo agobiada.",si
ID44,Pregunta3,"Recientemente algo que me hizo sentir mal fue una confrontación con una persona muy cercana. Después de mucho tiempo, pude romper con ese ciclo vicioso. Me sentí tranquila, pero también nostálgica y afectada. Lo que me hace sentir bien son los planes y proyectos que tengo por realizar.",no
ID44,Pregunta4,"El trámite de mi Servicio Social es lo que más me ha tenido ocupada últimamente. No he podido conseguir una firma por el paro de actividades, y eso me tiene preocupada. Lo demás ha estado más tranquilo.",si
ID44,Pregunta5,Lo más difícil este mes fue alejarme de una persona con quien no terminé en buenos términos. Lo más satisfactorio creo que está por venir en la segunda mitad del mes.,si
ID44,Pregunta8,"Cuando me siento bajo presión, procuro alejarme de lo que me estresa. Si es una tarea que no me sale, la dejo unos minutos y luego la retomo. Si tengo tiempo, me distraigo haciendo ejercicio u otra actividad física para liberar el estrés.",si
ID44,Pregunta10,"Sé que necesito una pausa cuando no puedo pensar con claridad y mi cuerpo no me responde. Incluso mi comportamiento cambia, me alejo de las personas porque quiero estar sola, pero trato de cambiar esa actitud.",si
